question,context,company,source_file,source_page,kpi_id,year,answer,data_type,relevant_paragraphs,annotator,Index,label
What is the base year for carbon reduction commitment?,Additional information ,Equinor,equinor-2019-annual-report-and-form-20f.pdf,['12'],9.0,2019,Paris-agreement,TEXT,"[""Equinor is committed to sustainability and recognize that the
energy systems must go through profound changes to meet the
goals of the Paris-agreement. We know that the world needs to
reach net zero emissions as soon as possible and that we at the
same time, must provide enough energy to meet a growing
demand. Equinor is a leading company within our sector, driving
towards a low-carbon future. As a broad energy company, we
are strengthening our portfolio to underpin a competitive and
resilient business model fit for long term value creation, and in
line with the Paris Agreement.""]",train_anno_large.xlsx,1583,0
What is the base year for carbon reduction commitment?,"Equinor has taken new initiatives to prolong production at several offshore installations on the Norwegian Continental Shelf. The company is also further developing its international portfolio and strengthening its presences in core areas. The international portfolio is delivering high value and we expect production to increase by more than 3% annually for 2019 to 2026. The global challenge of climate change will dominate many debates in 2020 and the years ahead. Equinor`s joint statement with Climate Action 100+ from April 2019, forms the starting point for our investor dialogue in support of the goals of the Paris Agreement. In our updated climate roadmap, we recognise the need for significant changes in the energy markets, which means that also Equinor`s portfolio will have to change accordingly to remain competitive. We will produce less oil in a low carbon future, but value creation will still be high. Oil and gas production with low greenhouse gas emissions will be an even stronger competitive advantage for us. In addition, profitable growth in renewables gives significant new opportunities to create attractive returns. Our markets are volatile by nature, and the effects of the Covid- 19 and the sharp drop in the oil price in March 2020, are strong reminders of this. For the board of directors, it is essential that Equinor maintains its position as a robust and resilient company. We believe the company is well prepared to deal with future market uncertainties, and has the competence, capacity and leadership capabilities necessary to create new business opportunities and long-term value for our shareholders. I would like to thank all employees for their dedication and commitment to Equinor and our shareholders for their continued investment. Jon Erik Reinhardsen Chair of the board ",Equinor,equinor-2019-annual-report-and-form-20f.pdf,['10'],9.0,2019,Paris Agreement,TEXT,"[""The global challenge of climate change will dominate many
debates in 2020 and the years ahead. Equinor`s joint statement
with Climate Action 100+ from April 2019, forms the starting
point for our investor dialogue in support of the goals of the
Paris Agreement. In our updated climate roadmap, we
recognise the need for significant changes in the energy
markets, which means that also Equinor`s portfolio will have to
change accordingly to remain competitive. We will produce less
oil in a low carbon future, but value creation will still be high. Oil
and gas production with low greenhouse gas emissions will be
an even stronger competitive advantage for us. In addition,
profitable growth in renewables gives significant new
opportunities to create attractive returns.""]",train_anno_large.xlsx,1582,1
What is the base year for carbon reduction commitment?,"Chief executive letter Dear fellow shareholder, Equinor is committed to sustainability and recognize that the energy systems must go through profound changes to meet the goals of the Paris-agreement. We know that the world needs to reach net zero emissions as soon as possible and that we at the same time, must provide enough energy to meet a growing demand. Equinor is a leading company within our sector, driving towards a low-carbon future. As a broad energy company, we are strengthening our portfolio to underpin a competitive and resilient business model fit for long term value creation, and in line with the Paris Agreement. The safety and security of our people and integrity of our operations is our top priority. The frequency of personal injuries was down last year, while we did not see the same positive trend for our serious incident frequency. We need to continue our relentless efforts to avoid serious incidents and further reduce personal injuries. The serious work-related accident at the Heimdal platform in the North Sea last November, is a strong reminder of the importance of safety for our people. And the impact from the Hurricane Dorian at the South Riding Point terminal in the Bahamas illustrates the need for preparedness also towards a new type of incidents. In 2019, we delivered a solid result with adjusted earnings 2 of USD 13.5 billion and USD 4.93 billion after tax. Our net operating income was USD 9.30 billion in 2019, compared to USD 20.1 billion in 2018. The decrease was primarily driven by lower liquids and gas prices. The return on average capital employed was 9% and we delivered USD 13.5 billion in cash flow from operations after tax. This was combined with an increase in total capital distribution of more than 40%, reflecting a 13% step-up in cash dividend, the conclusion of the scrip programme as planned, as well as the introduction of our share buy-back programme. Last year, Equinor delivered high total equity production of 2,074 mboe per day and has a world-class project portfolio with an average break-even oil price below USD 35 per barrels. Six new projects came on stream in 2019, including the start-up of Johan Sverdrup. Organic capital expenditures amounted to USD 10 billion 3 for 2019. ",Equinor,equinor-2019-annual-report-and-form-20f.pdf,['12'],9.0,2019,Paris-agreement,TEXT,"[""Equinor is committed to sustainability and recognize that the
energy systems must go through profound changes to meet the
goals of the Paris-agreement. We know that the world needs to
reach net zero emissions as soon as possible and that we at the
same time, must provide enough energy to meet a growing
demand. Equinor is a leading company within our sector, driving
towards a low-carbon future. As a broad energy company, we
are strengthening our portfolio to underpin a competitive and
resilient business model fit for long term value creation, and in
line with the Paris Agreement.""]",train_anno_large.xlsx,1583,1
What is the target year for climate commitment?,"Equinor, Annual Report and Form 20-F 2019 235 ",Equinor,equinor-2019-annual-report-and-form-20f.pdf,['19'],11.0,2019,2050,TEXT,"[""reduce the net carbon intensity, from initial production to
final consumption, of energy produced by at least 50% by
2050,""]",train_anno_large.xlsx,1585,0
What is the target year for climate commitment?,Other current liabilities Current liabilities to subsidiaries ,Equinor,equinor-2019-annual-report-and-form-20f.pdf,['94'],11.0,2019,2050,TEXT,"[""reduce the net carbon intensity, from initial production to
final consumption, of energy produced by at least 50% by
2050,""]",train_anno_large.xlsx,1595,0
What is the target year for climate commitment?,Total comprehensive income/(loss) ,Equinor,equinor-2019-annual-report-and-form-20f.pdf,['94'],11.0,2019,2030,TEXT,"[""strengthen its industry leading position on carbon efficient
production, aiming to reach carbon neutral global
operations by 2030.""]",train_anno_large.xlsx,1597,0
What is the target year for climate commitment?,"(29,532) (10,179) (825) (12,476) (1,854) ",Equinor,equinor-2019-annual-report-and-form-20f.pdf,['94'],11.0,2019,2030,TEXT,"[""Equinor aims to reduce the CO2 intensity of its globally operated
oil and gas production to below 8kg CO2 per barrel of oil
equivalent (boe) by 2025, five years earlier than the previous
ambition. We also aim for carbon neutral global operations, for
our operated scope 12 and 23 emissions, by 2030. The main
priority will be to reduce GHG emission from our own operations.
Subject to positive investment decisions in the licenses, these
investments will have neutral to positive net present value, in
addition to strengthening future competitiveness. Remaining
emissions will be compensated through quota trading systems,
such as the EU ETS, or high-quality offset mechanisms such as
natural sinks. By setting this ambition, Equinor demonstrates its
long-standing support to carbon pricing and the establishment
of global carbon market mechanisms as outlined in the Paris
Agreement.""]",train_anno_large.xlsx,1599,0
What is the target year for climate commitment?,"Message from the chair of the board Dear fellow investors, The biggest transition our modern-day energy systems have ever seen is underway, and Equinor is well positioned for the changes that need to take place. The board of directors believe Equinor can be a leading company in the energy transition, shaping a resilient and competitive portfolio while creating significant value for shareholders. Safety and security are on top of the board of directors agenda. The Board receives regular updates related to safety and security from the administration, and it is the first item on the agenda of every board meeting. Overall, we see many positive developments, but the company needs to further enhance its efforts related to serious incidents and personal injuries. Also during 2019, accidents have reminded us of the importance of a continued and strong focus on the safety of our people. Equinor continues to improve and demonstrate strong operational performance. High production and continued strong cost and capital discipline contributed to solid results, despite lower commodity prices. The net operating income was USD 9.30 billion compared to USD 20.1 billion in 2018. The company has a strong balance sheet and remains committed to competitive capital distribution. We delivered a 42% increase in capital distribution in 2019, including the effect of the share buy-back programme introduced in 2019. For the fourth quarter 2019 we propose to the AGM a quarterly dividend of USD 0.27 per share, an increase of 4%. The proposed increase is consistent with the dividend policy to grow the annual cash dividend in line with expected long-term underlying earnings. The company expects a strong equity production growth in 2020 of around 7% and a 3% annual average production growth from 2019 to 2026. New projects coming on stream in 2019 had an average breakeven oil price of around USD 30 per barrel. Equinor is also set for a value driven growth in renewables, developing as a global offshore wind major. In 2026 the production capacity is expected to be 4-6 GW 1, which is around 10 times current capacity. ",Equinor,equinor-2019-annual-report-and-form-20f.pdf,['95'],11.0,2019,2050,TEXT,"[""While it is critical for Equinor to be at the forefront of the energy
transition, we will only succeed if other industries, suppliers,
governments and consumers come together to find common
solutions. That is why Equinor is committed to taking tangible
steps to contribute to accelerating decarbonisation. Our
ambition to reduce net carbon intensity by at least 50% by 2050
is a platform for further collaboration with our stakeholders in
finding solutions to reducing emissions across the whole value
chain.""]",train_anno_large.xlsx,1602,0
What is the target year for climate commitment?,"reduce the net carbon intensity, from initial production to final consumption, of energy produced by at least 50% by 2050, grow renewable energy capacity tenfold by 2026, developing as a global offshore wind major, and strengthen its industry leading position on carbon efficient production, aiming to reach carbon neutral global operations by 2030. ",Equinor,equinor-2019-annual-report-and-form-20f.pdf,['19'],11.0,2019,2050,TEXT,"[""reduce the net carbon intensity, from initial production to
final consumption, of energy produced by at least 50% by
2050,""]",train_anno_large.xlsx,1585,1
What is the target year for climate commitment?,"reduce the net carbon intensity, from initial production to final consumption, of energy produced by at least 50% by 2050, grow renewable energy capacity tenfold by 2026, developing as a global offshore wind major, and strengthen its industry leading position on carbon efficient production, aiming to reach carbon neutral global operations by 2030. ",Equinor,equinor-2019-annual-report-and-form-20f.pdf,['94'],11.0,2019,2050,TEXT,"[""reduce the net carbon intensity, from initial production to
final consumption, of energy produced by at least 50% by
2050,""]",train_anno_large.xlsx,1595,1
What is the target year for climate commitment?,"reduce the net carbon intensity, from initial production to final consumption, of energy produced by at least 50% by 2050, grow renewable energy capacity tenfold by 2026, developing as a global offshore wind major, and strengthen its industry leading position on carbon efficient production, aiming to reach carbon neutral global operations by 2030. ",Equinor,equinor-2019-annual-report-and-form-20f.pdf,['94'],11.0,2019,2030,TEXT,"[""strengthen its industry leading position on carbon efficient
production, aiming to reach carbon neutral global
operations by 2030.""]",train_anno_large.xlsx,1597,1
What is the target year for climate commitment?,"Equinor aims to reduce the CO2 intensity of its globally operated oil and gas production to below 8kg CO2 per barrel of oil equivalent (boe) by 2025, five years earlier than the previous ambition. We also aim for carbon neutral global operations, for our operated scope 12 and 23 emissions, by 2030. The main priority will be to reduce GHG emission from our own operations. Subject to positive investment decisions in the licenses, these investments will have neutral to positive net present value, in addition to strengthening future competitiveness. Remaining emissions will be compensated through quota trading systems, such as the EU ETS, or high-quality offset mechanisms such as natural sinks. By setting this ambition, Equinor demonstrates its long-standing support to carbon pricing and the establishment of global carbon market mechanisms as outlined in the Paris Agreement.",Equinor,equinor-2019-annual-report-and-form-20f.pdf,['94'],11.0,2019,2030,TEXT,"[""Equinor aims to reduce the CO2 intensity of its globally operated
oil and gas production to below 8kg CO2 per barrel of oil
equivalent (boe) by 2025, five years earlier than the previous
ambition. We also aim for carbon neutral global operations, for
our operated scope 12 and 23 emissions, by 2030. The main
priority will be to reduce GHG emission from our own operations.
Subject to positive investment decisions in the licenses, these
investments will have neutral to positive net present value, in
addition to strengthening future competitiveness. Remaining
emissions will be compensated through quota trading systems,
such as the EU ETS, or high-quality offset mechanisms such as
natural sinks. By setting this ambition, Equinor demonstrates its
long-standing support to carbon pricing and the establishment
of global carbon market mechanisms as outlined in the Paris
Agreement.""]",train_anno_large.xlsx,1599,1
What is the target year for climate commitment?,"Accelerating decarbonisation While it is critical for Equinor to be at the forefront of the energy transition, we will only succeed if other industries, suppliers, governments and consumers come together to find common solutions. That is why Equinor is committed to taking tangible steps to contribute to accelerating decarbonisation. Our ambition to reduce net carbon intensity by at least 50% by 2050 is a platform for further collaboration with our stakeholders in finding solutions to reducing emissions across the whole value chain. ",Equinor,equinor-2019-annual-report-and-form-20f.pdf,['95'],11.0,2019,2050,TEXT,"[""While it is critical for Equinor to be at the forefront of the energy
transition, we will only succeed if other industries, suppliers,
governments and consumers come together to find common
solutions. That is why Equinor is committed to taking tangible
steps to contribute to accelerating decarbonisation. Our
ambition to reduce net carbon intensity by at least 50% by 2050
is a platform for further collaboration with our stakeholders in
finding solutions to reducing emissions across the whole value
chain.""]",train_anno_large.xlsx,1602,1
What is the target carbon reduction in percentage?,"Total exploration expenses In 2019, exploration expenses were USD 1,854 million, a 32% increase compared to 2018 when exploration expenses were USD 1,405 million. The 32% increase in exploration expenses in 2019 is primarily due to higher drilling and field development costs because of higher activity, a higher portion of exploration expenditure capitalised in earlier years being expensed and higher net impairments compared to 2018. The increase was partially offset by a higher portion of exploration expenses being capitalised and lower seismic activity compared to 2018. In 2019 there was exploration activity in 58 wells compared with 36 wells in 2018. 42 wells were completed with 16 commercial discoveries in 2019 compared with 24 wells completed and 9 commercial discoveries in 2018. Net operating income was USD 9,299 million in 2019 compared to USD 20,137 million in 2018. With reference to the development in revenues and costs as discussed above, the 54% decrease in 2019 was primarily driven by lower liquids and gas prices and liquids volumes. Higher net impairments mainly related to unconventional onshore assets in North America and offshore assets on the NCS in addition to increased provisions in the MMP reporting segment related to the hurricane damage to the South Riding Point oil terminal, contributed to the decrease. The decrease was partially offset by a net gain on the sale of assets mainly related to the E&P Norway reporting segment in 2019. Net financial items amounted to a loss of USD 7 million in 2019. In 2018, net financial items were a loss of USD 1,263 million. The reduced loss of USD 1,256 million in 2019 was mainly due to gain on derivatives related to our long-term debt portfolio of USD 473 million in 2019, compared to a loss of USD 341 million in 2018. In addition, a currency gain of USD 224 million was recognised in 2019, compared to a loss of USD 166 million in 2018. Income taxes were USD 7,441 million in 2019, equivalent to an effective tax rate of 80.1%, compared to USD 11,335 million in 2018, equivalent to an effective tax rate of 60.1%. The effective tax rate in 2019 was primarily influenced by losses recognised in countries without recognised taxes or in countries with lower than average tax rates, partially offset by tax exempted gains on divestments. For further information, see note 9 Income taxes to the Consolidated financial statements. The effective tax rate in 2018 was primarily influenced by positive net operating income in entities without recognised taxes and a tax exempted divestment of interest at the NCS. The ",Equinor,equinor-2019-annual-report-and-form-20f.pdf,['19'],12.0,2019,0.5,TEXT,"[""reduce the net carbon intensity, from initial production to
final consumption, of energy produced by at least 50% by
2050,""]",train_anno_large.xlsx,1584,0
What is the target carbon reduction in percentage?,"Under a PSA, the host government typically retains the right to the hydrocarbons in place. The contractor receives a share of the production for services performed. Normally, the contractor ",Equinor,equinor-2019-annual-report-and-form-20f.pdf,['94'],12.0,2019,0.5,TEXT,"[""reduce the net carbon intensity, from initial production to
final consumption, of energy produced by at least 50% by
2050,""]",train_anno_large.xlsx,1594,0
What is the target carbon reduction in percentage?,"Total financial asset For more information about Trade and other receivables, see note 15 Trade and other receivables. At 31 December 2019, USD 585 million of cash was held as collateral to mitigate a portion of Equinor's credit exposure. At 31 December 2018, USD 213 million was held as collateral. The collateral cash is received as a security to mitigate credit exposure related to positive fair values on interest rate swaps, cross currency swaps and foreign exchange swaps. Cash is called as collateral in accordance with the master agreements with the different counterparties when the positive fair values for the different swap agreements are above an agreed threshold. Under the terms of various master netting agreements for derivative financial instruments as of 31 December 2019, USD 2,187 million have been offset and USD 603 million presented as liabilities do not meet the criteria for offsetting. At 31 December 2018, USD 119 million were offset and USD 655 million was not offset. The collateral received and the amounts not offset from derivative financial instrument liabilities, reduce the credit exposure in the derivative financial instruments presented in the table above as they will offset each other in a potential default situation for the counterparty. Trade and other receivables subject to similar master netting agreements USD 1,309 million have been offset as of 31 December 2019, and respectively USD 557 million as of 31 December 2018. ",Equinor,equinor-2019-annual-report-and-form-20f.pdf,['94'],12.0,2019,carbon neutral,TEXT,"[""strengthen its industry leading position on carbon efficient
production, aiming to reach carbon neutral global
operations by 2030.""]",train_anno_large.xlsx,1596,0
What is the target carbon reduction in percentage?,Financial statements and supplements Parent company financial statements and notes ,Equinor,equinor-2019-annual-report-and-form-20f.pdf,['94'],12.0,2019,carbon neutral,TEXT,"[""Equinor aims to reduce the CO2 intensity of its globally operated
oil and gas production to below 8kg CO2 per barrel of oil
equivalent (boe) by 2025, five years earlier than the previous
ambition. We also aim for carbon neutral global operations, for
our operated scope 12 and 23 emissions, by 2030. The main
priority will be to reduce GHG emission from our own operations.
Subject to positive investment decisions in the licenses, these
investments will have neutral to positive net present value, in
addition to strengthening future competitiveness. Remaining
emissions will be compensated through quota trading systems,
such as the EU ETS, or high-quality offset mechanisms such as
natural sinks. By setting this ambition, Equinor demonstrates its
long-standing support to carbon pricing and the establishment
of global carbon market mechanisms as outlined in the Paris
Agreement.""]",train_anno_large.xlsx,1598,0
What is the target carbon reduction in percentage?,Additional information 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 5.10 ,Equinor,equinor-2019-annual-report-and-form-20f.pdf,['95'],12.0,2019,0.5,TEXT,"[""While it is critical for Equinor to be at the forefront of the energy
transition, we will only succeed if other industries, suppliers,
governments and consumers come together to find common
solutions. That is why Equinor is committed to taking tangible
steps to contribute to accelerating decarbonisation. Our
ambition to reduce net carbon intensity by at least 50% by 2050
is a platform for further collaboration with our stakeholders in
finding solutions to reducing emissions across the whole value
chain.""]",train_anno_large.xlsx,1601,0
What is the target carbon reduction in percentage?,"reduce the net carbon intensity, from initial production to final consumption, of energy produced by at least 50% by 2050, grow renewable energy capacity tenfold by 2026, developing as a global offshore wind major, and strengthen its industry leading position on carbon efficient production, aiming to reach carbon neutral global operations by 2030. ",Equinor,equinor-2019-annual-report-and-form-20f.pdf,['19'],12.0,2019,0.5,TEXT,"[""reduce the net carbon intensity, from initial production to
final consumption, of energy produced by at least 50% by
2050,""]",train_anno_large.xlsx,1584,1
What is the target carbon reduction in percentage?,"reduce the net carbon intensity, from initial production to final consumption, of energy produced by at least 50% by 2050, grow renewable energy capacity tenfold by 2026, developing as a global offshore wind major, and strengthen its industry leading position on carbon efficient production, aiming to reach carbon neutral global operations by 2030. ",Equinor,equinor-2019-annual-report-and-form-20f.pdf,['94'],12.0,2019,0.5,TEXT,"[""reduce the net carbon intensity, from initial production to
final consumption, of energy produced by at least 50% by
2050,""]",train_anno_large.xlsx,1594,1
What is the target carbon reduction in percentage?,"reduce the net carbon intensity, from initial production to final consumption, of energy produced by at least 50% by 2050, grow renewable energy capacity tenfold by 2026, developing as a global offshore wind major, and strengthen its industry leading position on carbon efficient production, aiming to reach carbon neutral global operations by 2030. ",Equinor,equinor-2019-annual-report-and-form-20f.pdf,['94'],12.0,2019,carbon neutral,TEXT,"[""strengthen its industry leading position on carbon efficient
production, aiming to reach carbon neutral global
operations by 2030.""]",train_anno_large.xlsx,1596,1
What is the target carbon reduction in percentage?,"Equinor aims to reduce the CO2 intensity of its globally operated oil and gas production to below 8kg CO2 per barrel of oil equivalent (boe) by 2025, five years earlier than the previous ambition. We also aim for carbon neutral global operations, for our operated scope 12 and 23 emissions, by 2030. The main priority will be to reduce GHG emission from our own operations. Subject to positive investment decisions in the licenses, these investments will have neutral to positive net present value, in addition to strengthening future competitiveness. Remaining emissions will be compensated through quota trading systems, such as the EU ETS, or high-quality offset mechanisms such as natural sinks. By setting this ambition, Equinor demonstrates its long-standing support to carbon pricing and the establishment of global carbon market mechanisms as outlined in the Paris Agreement.",Equinor,equinor-2019-annual-report-and-form-20f.pdf,['94'],12.0,2019,carbon neutral,TEXT,"[""Equinor aims to reduce the CO2 intensity of its globally operated
oil and gas production to below 8kg CO2 per barrel of oil
equivalent (boe) by 2025, five years earlier than the previous
ambition. We also aim for carbon neutral global operations, for
our operated scope 12 and 23 emissions, by 2030. The main
priority will be to reduce GHG emission from our own operations.
Subject to positive investment decisions in the licenses, these
investments will have neutral to positive net present value, in
addition to strengthening future competitiveness. Remaining
emissions will be compensated through quota trading systems,
such as the EU ETS, or high-quality offset mechanisms such as
natural sinks. By setting this ambition, Equinor demonstrates its
long-standing support to carbon pricing and the establishment
of global carbon market mechanisms as outlined in the Paris
Agreement.""]",train_anno_large.xlsx,1598,1
What is the target carbon reduction in percentage?,"Accelerating decarbonisation While it is critical for Equinor to be at the forefront of the energy transition, we will only succeed if other industries, suppliers, governments and consumers come together to find common solutions. That is why Equinor is committed to taking tangible steps to contribute to accelerating decarbonisation. Our ambition to reduce net carbon intensity by at least 50% by 2050 is a platform for further collaboration with our stakeholders in finding solutions to reducing emissions across the whole value chain. ",Equinor,equinor-2019-annual-report-and-form-20f.pdf,['95'],12.0,2019,0.5,TEXT,"[""While it is critical for Equinor to be at the forefront of the energy
transition, we will only succeed if other industries, suppliers,
governments and consumers come together to find common
solutions. That is why Equinor is committed to taking tangible
steps to contribute to accelerating decarbonisation. Our
ambition to reduce net carbon intensity by at least 50% by 2050
is a platform for further collaboration with our stakeholders in
finding solutions to reducing emissions across the whole value
chain.""]",train_anno_large.xlsx,1601,1
What is the company name?,"One of the main requirements for technological process of well drilling is prevention of drilling adverse environmental impact, especially in extreme climatic conditions of the Far North. For these purposes, field infrastructure develop- ment involves practical implementation of some solutions ",Gazprom PJSC,gazprom-environmental-report-2018-en.pdf,['0'],0.0,2018,PJSC GAZPROM,TEXT,"[""PJSC Gazprom Environmental Report 2018""]",train_anno_large.xlsx,903,0
What is the company name?,PJSC Gazprom Environmental Report 2018,Gazprom PJSC,gazprom-environmental-report-2018-en.pdf,['0'],0.0,2018,PJSC GAZPROM,TEXT,"[""PJSC Gazprom Environmental Report 2018""]",train_anno_large.xlsx,903,1
In which year was the annual report or the sustainability report published?,"In the course of project development, a broad range ",Gazprom PJSC,gazprom-environmental-report-2018-en.pdf,['0'],1.0,2018,2018,TEXT,"[""PJSC Gazprom Environmental Report 2018""]",train_anno_large.xlsx,904,0
In which year was the annual report or the sustainability report published?,PJSC Gazprom Environmental Report 2018,Gazprom PJSC,gazprom-environmental-report-2018-en.pdf,['0'],1.0,2018,2018,TEXT,"[""PJSC Gazprom Environmental Report 2018""]",train_anno_large.xlsx,904,1
What is the total volume of hydrocarbons production?,The Gazprom Group share of over-norm emission ,Gazprom,gazprom-environmental-report-2018-en.pdf,['37'],3.0,2018,93.4 kboepd,TEXT,"[""We achieved a production of 100 kboepd, with the
2017 average standing at 93.4 kboepd, an increase of
38% compared to 2016, on the back of the Lula project
execution, in Brazil.""]",train_anno_large.xlsx,2231,0
What is the total volume of hydrocarbons production?,"We achieved a production of 100 kboepd, with the 2017 average standing at 93.4 kboepd, an increase of 38% compared to 2016, on the back of the Lula project execution, in Brazil.",Gazprom,gazprom-environmental-report-2018-en.pdf,['37'],3.0,2018,93.4 kboepd,TEXT,"[""We achieved a production of 100 kboepd, with the
2017 average standing at 93.4 kboepd, an increase of
38% compared to 2016, on the back of the Lula project
execution, in Brazil.""]",train_anno_large.xlsx,2231,1
What is the total amount of direct greenhouse gases emissions referred to as scope 1 emissions?,"Capital investments into environmental protection and rational use of natural resources, 2014–2018, RUB mm ",Gazprom PJSC,gazprom-environmental-report-2018-en.pdf,['23'],6.0,2018,"2,894.02 thousand tonnes",TEXT,"[""In 2018, total pollutant emissions from stationary sources of the Gazprom Group companies amounted to 2,894.02 thousand tonnes which is slightly more than 2017 value.""]",train_anno_large.xlsx,905,0
What is the total amount of direct greenhouse gases emissions referred to as scope 1 emissions?,"In 2018, total pollutant emissions from stationary sources of the Gazprom Group companies amounted to 2,894.02 thousand tonnes which is slightly more than 2017 value. ",Gazprom PJSC,gazprom-environmental-report-2018-en.pdf,['23'],6.0,2018,"2,894.02 thousand tonnes",TEXT,"[""In 2018, total pollutant emissions from stationary sources of the Gazprom Group companies amounted to 2,894.02 thousand tonnes which is slightly more than 2017 value.""]",train_anno_large.xlsx,905,1
What is the target year for climate commitment?,including current costs for overhaul of main production assets (environmental protection aspects),Gazprom PJSC,gazprom-environmental-report-2018-en.pdf,['71'],11.0,2018,2050,TEXT,"[""EU greenhouse gas emissions reduction"" PJSC Gazprom presented the document named PATHWAYS TO 2050: OPPORTUNITIES FOR THE EU which proposes the 3-stage scenario of green low-carbon EU economy development in order to reach the goals of the Paris Agreement.""]",train_anno_large.xlsx,911,0
In which year was the annual report or the sustainability report published?,Impairment of goodwill Profit from operations after impairments and restructuring measures,Schoeller-Bleckmann,gb_2019-en_interaktiv.pdf,['0'],1.0,2019,2019,TEXT,"[""Annual Report 2019 ENERGY BEYOND BORDERS""]",train_anno_large.xlsx,144,0
What is the total amount of energy indirect greenhouse gases emissions referred to as scope 2 emissions?,"Pursuant to the employment contracts of the Executive Board members, the variable remuneration component is limited to 65% of the total remuneration.",Schoeller-Bleckmann,gb_2019-en_interaktiv.pdf,['59'],7.0,2019,"13,288.3 tonnes",TEXT,"[""Calculated carbon dioxide emissions fell to 13,288.3 tonnes (2018: 14,869.2 tonnes).""]",train_anno_large.xlsx,145,0
What is the total amount of energy indirect greenhouse gases emissions referred to as scope 2 emissions?,PREFACE OF THE EXECUTIVE BOARD ______________________________________ 9 THE COMPANY ______________________________________________________ 13 14 16 16 16 17 17 18 18 19 20 22 24 MANAGEMENT REPORT _______________________________________________ 29 29 30 32 33 34 40 43 44 51 52 55 58 63 68 CORPORATE GOVERNANCE REPORT ______________________________________ 71 81 CONSOLIDATED FINANCIAL STATEMENTS __________________________________ 87 AUDITOR'S REPORT __________________________________________________ 176 REPORT OF THE SUPERVISORY BOARD ON THE 2019 FINANCIAL YEAR _____________ 182 CORPORATE INFORMATION ____________________________________________ 184 GLOSSARY _________________________________________________________ 186,Schoeller-Bleckmann,gb_2019-en_interaktiv.pdf,['59'],7.0,2018,"14,869.2 tonnes",TEXT,"[""Calculated carbon dioxide emissions fell to 13,288.3 tonnes (2018: 14,869.2 tonnes).""]",train_anno_large.xlsx,147,0
What is the total amount of energy indirect greenhouse gases emissions referred to as scope 2 emissions?,"Total energy consumption in production in 2019 fell to 12,825.0 gigajoules (GJ) in 2019, a decrease of 11.8% compared to the previous year (2018: 14,532.8 GJ). Calculated carbon dioxide emissions fell to 13,288.3 tonnes (2018: 14,869.2 tonnes). Therefore, we were able to sustainably reduce energy consumption and CO2 emissions through targeted energy-saving measures and the closure of production sites in England and Mexico. Production capacities were maintained by relocating to existing production sites.",Schoeller-Bleckmann,gb_2019-en_interaktiv.pdf,['59'],7.0,2019,"13,288.3 tonnes",TEXT,"[""Calculated carbon dioxide emissions fell to 13,288.3 tonnes (2018: 14,869.2 tonnes).""]",train_anno_large.xlsx,145,1
What is the total amount of energy indirect greenhouse gases emissions referred to as scope 2 emissions?,"Total energy consumption in production in 2019 fell to 12,825.0 gigajoules (GJ) in 2019, a decrease of 11.8% compared to the previous year (2018: 14,532.8 GJ). Calculated carbon dioxide emissions fell to 13,288.3 tonnes (2018: 14,869.2 tonnes). Therefore, we were able to sustainably reduce energy consumption and CO2 emissions through targeted energy-saving measures and the closure of production sites in England and Mexico. Production capacities were maintained by relocating to existing production sites.",Schoeller-Bleckmann,gb_2019-en_interaktiv.pdf,['59'],7.0,2018,"14,869.2 tonnes",TEXT,"[""Calculated carbon dioxide emissions fell to 13,288.3 tonnes (2018: 14,869.2 tonnes).""]",train_anno_large.xlsx,147,1
What is the total volume of proven and probable hydrocarbons reserves?,"In July 2017, the NEXT-E project was selected by the European Commission for co-financing through the Connecting Europe Facility (CEF). The NEXT-E consortium will be granted 18.84 million EUR to implement the project, which is the largest CEF grant ever awarded to an EV project. Besides MOL Group, the consortium consists of companies of E.ON Group, HEP in Croatia, PETROL (in Slovenia and Croatia), as well as Nissan and BMW. The project includes installation and operation of more than 250 ultra chargers (at least 150 kW) and fast chargers (50 kW) along main highways. The NEXT-E project is another milestone in the implementation of MOL Group’s long-term strategy, which is built on the premise that fossil fuel will eventually lose its monopolistic dominance in transportation. We have already installed 30 pieces of MOL Plugee chargers in the CEE region. ",MOL Hungarian Oil & Gas Plc,mol_group_integrated_annual_report_2018.pdf,['14'],2.0,2018,323.6 MMboe,TEXT,"[""2P oil and gas reserves stood at 323.6 MMboe at the end of 2018.""]",train_anno_large.xlsx,1912,0
What is the total volume of proven and probable hydrocarbons reserves?,2P oil and gas reserves stood at 323.6 MMboe at the end of 2018.,MOL Hungarian Oil & Gas Plc,mol_group_integrated_annual_report_2018.pdf,['14'],2.0,2018,323.6 MMboe,TEXT,"[""2P oil and gas reserves stood at 323.6 MMboe at the end of 2018.""]",train_anno_large.xlsx,1912,1
What is the total volume of hydrocarbons production?,SHORT TERM SHARE PROGRAM .............................................................................................................................................. 43 ,MOL Hungarian Oil & Gas Plc,mol_group_integrated_annual_report_2018.pdf,['11'],3.0,2018,110.6 mboepd,TEXT,"[""Total hydrocarbon production increased by 3% year-on year to 110.6 mboepd""]",train_anno_large.xlsx,1913,0
